token,2024_n,2024_mean12,2024_median12,2024_win12,2024_mfe12,2024_mae12,2024_mean24,2025_n,2025_mean12,2025_median12,2025_win12,2025_mfe12,2025_mae12,2025_mean24,2026_n,2026_mean12,2026_median12,2026_win12,2026_mfe12,2026_mae12,2026_mean24,conservative_train_lift
M15_OBV_P4=-0-+,119,-0.14625393514109689,-0.06960331547090082,48.739495798319325,1.4196623543221354,-1.6594832367034988,0.021867513930854638,97,0.16799590703173725,0.04800246284635268,51.546391752577314,1.2534702199641152,-1.2249675146524874,0.07479670783351139,80,-0.051194836574019555,0.008511567950464372,51.24999999999999,1.1066540796399484,-1.36913141065618,0.09338445326412143,-0.17722024339185374
M15_KDJ_P4=++++,51,-0.08826589471513659,0.19401543099473173,62.745098039215684,1.278967965517085,-1.7430343256477865,-0.056395102203991174,48,-0.21776515154155185,-0.08601520038773458,45.83333333333333,1.07521443608384,-1.3848355803151142,-0.40542575025068933,47,0.3807105943733279,0.13834113857678076,55.319148936170215,1.5256652698550366,-1.0753740118419581,0.27120588542342167,-0.18498486187468954
H4_STOCH_P3=+++,111,-0.15486232184986629,-0.11161401291083228,45.94594594594595,1.3144971673897365,-1.4692416886558164,-0.16643894556746563,104,-0.07404897358879073,-0.07824974349479596,46.15384615384615,1.2017794134450703,-1.2820212794810517,0.03276110879263557,79,0.057657745484596984,0.06672981471769202,54.43037974683544,1.2910254212282495,-1.2339857865111319,0.22580155593818071,-0.18582863010062314
H4_KDJ_P3=+++,210,-0.12788918812276695,-0.17739528524952086,42.857142857142854,1.3489481821414198,-1.5189464083583037,-0.0939220614395271,188,-0.2301469150666835,-0.093593319996077,45.21276595744681,1.0526679388458198,-1.3506313478778909,-0.21942137561638367,146,0.013962016812124663,-0.012003378404340515,50.0,1.160435771209616,-1.1615640291638596,0.06510256658088936,-0.1973666253998212
H4_RSI_P3=--0,46,-0.16789731375712721,0.10406036705483679,50.0,1.6160780145564464,-1.808885646599492,0.21049979235599914,50,-0.11932550048289729,0.0923465365563425,54.0,1.1877049444829595,-1.5132013803726085,0.029864693649575003,41,-0.7017056953226005,-0.6538668366495526,34.146341463414636,0.7988557845041011,-1.596124347228626,-0.456735796580131,-0.19886362200788407
H4_MACD_P3=-0+,58,0.14802439602023912,0.25740100987502457,55.172413793103445,1.7856462007235043,-1.599579315947411,0.4780366286463274,56,-0.24067469761175156,-0.023535229134991065,46.42857142857143,1.2356344210787176,-1.4959188800749346,-0.5285821887018461,38,0.35797734293427774,0.1251912729952842,55.26315789473685,1.4192331434073069,-1.0297155916758294,0.42410460167841535,-0.20789440794488923
M15_KDJ_P4=-0++,56,0.03215762469645689,0.02029235014503472,51.78571428571429,1.383567754255246,-1.4307339575713887,0.2632375809183226,54,-0.24105945860328712,-0.1749654215387253,42.592592592592595,1.0272831232559294,-1.4863250792942073,-0.32506283400989266,26,-0.24862228630007938,-0.236819377500741,42.30769230769231,1.0055656517236329,-1.4932312141701134,0.13599301023183716,-0.20827916893642479
M15_WPR_P4=--0+,161,-0.18087621812484814,-0.06931345864498173,47.20496894409938,1.2348727886946573,-1.4533906109576593,-0.20252634777386544,142,0.0564806435449082,-0.02208723311659111,48.59154929577465,1.1252581316553953,-1.018295680963812,0.036209801677183746,102,-0.017518595425892014,0.04684973205981713,52.94117647058824,1.1932030769575879,-1.2536642414046573,0.18850257190718914,-0.211842526375605
M15_RSI_P4=++0+,41,0.19514228532918995,0.32050970726436034,60.97560975609756,1.4854481047974428,-1.3220236660991809,0.24333149381205502,47,-0.25457086531629813,-0.29387490543308914,36.17021276595745,1.0642676325419793,-1.1559526028839597,-0.010802356419940944,36,-0.014075325165564041,0.05703561457169881,55.55555555555556,0.9306868360112611,-1.0794297037377076,-0.15319229731537953,-0.22179057564943583
H4_OBV_P3=--0,85,-0.19269132666695316,0.006261488071368504,50.588235294117645,1.3590976019103687,-1.7343305640009683,-0.008710567550675782,96,0.02467072386840168,0.1113871657676957,52.083333333333336,1.285265481555941,-1.3472518151465398,-0.030796461385534952,63,-0.25187368063515136,-0.18183420630797364,46.03174603174603,1.0366895943137833,-1.3691478251185953,-0.229428365524593,-0.22365763491771
S_SWEEP=Y,65,-0.20290966133830685,-0.12861575246255752,46.15384615384615,1.4319790853755898,-1.7743633135747179,-0.0636053724533937,56,0.3057937313598524,0.05680162347129203,51.78571428571429,1.39395801548121,-1.3225573710008973,-0.047207831944819735,37,-0.21190882232266045,-0.08272562710111009,43.24324324324324,0.9763143999031259,-1.2238843648664806,-0.5098737383945047,-0.2338759695890637
H4_OBV_P3=+-+,91,-0.2043543774766503,0.01675516087844553,50.54945054945055,1.2630228152460539,-1.743032650617678,-0.13031941186321208,49,0.04595390229734878,0.04542127659574735,55.10204081632652,0.921145604193058,-0.8555007002401533,0.08974750734243664,44,-0.0004841107846434484,-0.022133486667913482,50.0,1.031965504595772,-1.1892879642132934,-0.0024226440667602573,-0.23532068572740716
H4_WPR_P3=+-+,59,-0.20445441852368182,0.06842901642891697,52.54237288135594,1.1514585944793414,-1.5130376677436819,-0.20652004750667627,44,-0.10217029030176063,-0.23677111710813104,45.45454545454545,1.0086528484694761,-1.0669113338228966,-0.2668224589497987,34,-0.042745981302302075,0.04317463338036065,52.94117647058824,0.9941743947672933,-1.2236134047112461,0.16752649604818803,-0.23542072677443868
M15_MACD_P4=---+,53,0.23543597975113634,0.07075566340368766,52.83018867924528,1.57908889960092,-1.40676356382604,0.4354951162357543,50,-0.2684207582355825,-0.007391576423343427,48.0,0.9607045995253395,-1.3581846647890812,-0.5279218620810778,39,0.0979465190667491,0.14954682779455553,53.84615384615385,1.1643895601666843,-1.3371332137142486,0.3835978911942807,-0.23564046856872017
H1_KDJ_P4=++--,97,-0.21867674188784292,-0.025988799488163572,48.45360824742268,1.3367805435395594,-1.6230889855977666,-0.1676315459317204,75,0.17032053773574715,0.1974211086697597,58.666666666666664,1.191723512796307,-1.0752753241726098,0.3974154752481645,59,0.17406602624991824,0.10735961156600471,54.23728813559322,1.3129555909146282,-1.1549456459276166,0.17735155933478094,-0.24964305013859978
H4_OBV_P3=-0+,75,-0.033988626053341825,-0.007920932978500161,49.333333333333336,1.6415314031982204,-1.6814035015582864,0.4267004568654078,92,-0.2933100656441349,-0.100018967722737,47.82608695652174,1.0705016251230912,-1.4184767928654893,-0.33828464010024023,67,0.20914408307888527,0.01216130945591587,52.23880597014925,1.2880530620800708,-1.058403300317421,0.5070909207690024,-0.2605297759772726
H1_MACD_P4=----,57,0.011956342559764686,0.035327650284711076,54.385964912280706,1.3532226598429147,-1.3491840649372753,0.14940358755000416,53,-0.2975335067854469,-0.26555162126659093,39.62264150943396,0.7802559479414511,-1.298650970953257,-0.39407344805766764,39,-0.4139256016809181,-0.13885991455069302,43.58974358974359,1.0345884473028895,-1.5820678740247385,-0.28777306020236587,-0.26475321711858457
M15_WPR_P4=---+,46,-0.2459466528820627,0.001365650853890621,50.0,1.330992263537785,-1.7689120738447368,-0.018066356568717995,47,0.26342918863342013,0.12805314114494593,55.319148936170215,1.0776671190586915,-0.821109453502734,0.11247700230104178,39,0.1063215534460549,0.19088250230150372,58.97435897435898,1.2628463419499991,-1.0831012317625233,0.11667704782539133,-0.27691296113281955
M15_WPR_P4=0-0+,49,-0.20616102811737158,-0.1520812356767709,44.89795918367347,1.4593534487198219,-1.6917260799530245,-0.08679661734786713,44,-0.3198890813709425,-0.35163528325941606,38.63636363636363,0.8841506264941902,-1.316522670000122,-0.5503315490874662,23,-0.2503127000617602,-0.19855686702294761,43.47826086956522,0.8888239997719031,-1.1770722863905165,-0.34037406654547814,-0.2871087917040802
H4_RSI_P3=+0+,137,-0.2584067359938233,-0.1903840923513922,46.715328467153284,1.2357944514058812,-1.6078642923055413,-0.10370699460624716,127,0.059777860230378684,-0.022660298627441566,47.24409448818898,1.0955545530816584,-1.0908628456881349,-0.05059931299234977,98,0.1659863245060915,0.038678830150074006,53.06122448979592,1.133241632224957,-1.012037649789188,0.19695183392999008,-0.28937304424458016
H4_WPR_P3=0-+,66,-0.014644258423902526,-0.04993489870960266,48.484848484848484,1.4064801048054565,-1.5903860498619513,0.0011186750615724322,62,-0.32346355743553556,-0.13477214679814553,37.096774193548384,0.9440195074109468,-1.3814586588692623,-0.24664527277255852,46,-0.39046687107880496,-0.34692295374670334,43.47826086956522,0.9258490786418662,-1.5642920501812696,-0.26520442903632313,-0.29068326776867326
H1_OBV_P4=++0+,49,-0.26941245319048435,-0.010904891365837166,48.97959183673469,1.0716332876492114,-1.3625840996088772,-0.23075890821720177,32,-0.06327692453009237,-0.2611829924157927,34.375,0.9771013753020162,-0.9640777247886627,0.014144150176336634,28,0.2501223600275442,-0.028557029795828193,50.0,1.5663057212282456,-1.0108764355496347,0.23809220631132322,-0.3003787614412412
H4_RSI_P3=--+,40,-0.27929881248846233,0.1008687220152682,52.5,1.2899456474670075,-1.7717369772327831,-0.08068046558507427,43,0.2744466161491942,0.3518219300819636,51.162790697674424,1.380657610102001,-1.130793064676306,0.1346569700910921,28,0.17999043970566084,-0.017668324866365603,50.0,1.3247978711645205,-1.1542030126877927,-0.1594958705268831,-0.3102651207392192
H1_KDJ_P4=++++,68,-0.28074196142535457,0.12295574403466958,57.35294117647059,1.350895337497348,-1.7511395797050537,-0.053172199317586114,68,-0.057987461978984,-0.017040658536415787,50.0,1.1412901277643033,-1.2588460876369536,-0.16727131928464517,50,-0.014158827051536704,0.1097552600907048,57.99999999999999,1.0013907435926357,-0.9213438888895609,0.03436757742656882,-0.3117082696761114
H4_WPR_P3=+++,81,-0.292413529287801,-0.18437103592021664,41.9753086419753,1.34431538729664,-1.5262206914276102,-0.47912126929640236,84,0.07794175866059799,0.1342302536342488,55.952380952380956,1.2191212667193358,-1.2111902083153614,0.03653216342455383,52,-0.060689389571077834,0.013681825015043891,53.84615384615385,1.0486190340420698,-1.0784149083946561,-0.3196276832532133,-0.32337983753855787
H4_WPR_P3=00+,65,-0.29314998662675795,-0.05649953670691099,49.23076923076923,1.2349077277862406,-1.5225063914438974,-0.022575980740043973,77,-0.15718478913111078,-0.02679605796072071,46.75324675324675,0.9704483963788821,-1.0602090585111985,-0.1363834403848246,47,0.5307435489031589,0.17245946505473064,59.57446808510638,1.4491818268302208,-0.9576125159591705,0.4350281319687855,-0.3241162948775148
H4_RSI_P3=00+,63,-0.21322373930581387,-0.11149947792212789,46.03174603174603,1.4440560514402478,-1.5595802427451497,0.1582636341981461,62,-0.4273175494503834,-0.10080697790025295,43.54838709677419,0.9952795804127913,-1.4823674984721813,-0.08627125990878531,41,0.1566035317626747,0.03931309414288986,53.65853658536586,1.2622466289845218,-1.0290367663150137,0.3576682024141073,-0.3945372597835211
M15_KDJ_P4=--0+,43,-0.4001860998714441,-0.40239826053092287,39.53488372093023,1.1128488302013693,-1.5048498835477544,-0.865252196844045,41,0.13412708918771998,-0.014098198664413975,48.78048780487805,0.9760049871893455,-0.8355934124724966,0.15110081446547008,27,-0.12201370209031782,-0.13885991455069302,44.44444444444444,0.9258374098559657,-1.1157733050043745,0.04790555340890507,-0.43115240812220096
H1_KDJ_P4=+++-,74,-0.42384814778565966,-0.2276034719839115,44.5945945945946,1.2578359940843,-1.7275371019532193,0.017209688151229002,71,0.3224930127415805,0.20425909230623596,56.33802816901409,1.2592764754910988,-1.1273386172234585,0.19210662597672412,60,-0.05605469618418642,-0.096145147722837,46.666666666666664,1.133934593015213,-1.327586241830898,0.3236551591369804,-0.4548144560364165
M15_RSI_P4=0-0+,42,-0.44231549395253617,-0.09836704881626135,40.476190476190474,0.9405539466628862,-1.5855817058538204,-0.6418237125151306,45,-0.28268181473588994,-0.11101686558979695,37.77777777777778,0.99405839648937,-1.4383395944592985,-0.9386418681882217,24,0.01928979049211771,0.023675178232773764,50.0,0.9392967898363497,-0.9655038298048556,-0.10282849368899588,-0.473281802203293
M15_STOCH_P4=0+++,53,-0.34990980120724374,-0.17041953457882508,43.39622641509434,1.1129510237131852,-1.5897591796226744,-0.4392073455937341,30,-0.5361997145579127,-0.12874948333437275,43.333333333333336,0.8704901128052172,-1.681029973494227,-0.23904818436079092,33,0.11414090815736912,0.23471609725300713,57.57575757575758,1.407238780506607,-1.4972926947737526,0.02961291260648913,-0.5034194248910504
H1_STOCH_P4=+++0,57,-0.4957589064009451,-0.11149947792212789,47.368421052631575,1.0847355188794652,-1.9842577540029425,-0.2034950781032289,47,-0.178170055448584,0.019281941719184736,51.06382978723404,1.084858933701573,-1.2414825927938569,-0.3440109664889858,35,0.24378790859823443,0.05762490922076591,51.42857142857142,1.390712115581396,-1.184702622354669,0.33871740620406826,-0.526725214651702
