time_TR,price,15m_pos,15m_neg,15m_net,1h_pos,1h_neg,1h_net,4h_pos,4h_neg,4h_net,15m_votes,1h_votes,4h_votes,15m_hammer,15m_engulf,15m_sweep_reclaim,15m_reclaim_prev_high,1h_hammer,1h_engulf,1h_sweep_reclaim,1h_reclaim_prev_high,4h_hammer,4h_engulf,4h_sweep_reclaim,4h_reclaim_prev_high
2026-09-16 05:45:00+03:00,75886.35,2,4,-2,6,0,6,4,2,2,"{""RSI"": -1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,True,False,False,False,False,False,False
2026-09-16 06:00:00+03:00,75956.98,5,1,4,6,0,6,4,2,2,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 06:15:00+03:00,75856.77,0,6,-6,3,3,0,4,2,2,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 06:30:00+03:00,75792.02,0,6,-6,3,3,0,4,2,2,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 06:45:00+03:00,75824.01,2,4,-2,3,3,0,4,2,2,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 07:00:00+03:00,75889.99,5,1,4,6,0,6,5,1,4,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,True,False,True,False,False,False,False,False,False
2026-09-16 07:15:00+03:00,75870.1,2,4,-2,6,0,6,5,1,4,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 07:30:00+03:00,75929.02,5,1,4,6,0,6,5,1,4,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,True,False,False,False,True,False,False,False,False,False,False
2026-09-16 07:45:00+03:00,75864.02,0,6,-6,6,0,6,5,1,4,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 08:00:00+03:00,75802.01,0,6,-6,2,4,-2,3,3,0,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",True,False,True,False,True,False,False,False,False,False,False,False
2026-09-16 08:15:00+03:00,75884.18,3,3,0,5,1,4,5,1,4,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}",False,True,False,True,True,False,False,False,False,False,False,False
2026-09-16 08:30:00+03:00,75966.12,6,0,6,5,1,4,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,True,True,False,False,False,False,False,False,False
2026-09-16 08:45:00+03:00,75962.01,4,2,2,5,1,4,6,0,6,"{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",True,False,False,False,True,False,False,False,False,False,False,False
2026-09-16 09:00:00+03:00,75996.02,6,0,6,6,0,6,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,True,False,True,False,False,False,True,False,False,False,False
2026-09-16 09:15:00+03:00,75916.81,0,6,-6,3,3,0,6,0,6,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 09:30:00+03:00,75932.01,3,3,0,3,3,0,6,0,6,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",True,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 09:45:00+03:00,76030.01,6,0,6,6,0,6,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,True,True,False,False,True,False,False,False,False
2026-09-16 10:00:00+03:00,75880.02,1,5,-4,3,3,0,6,0,6,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 10:15:00+03:00,75817.86,0,6,-6,3,3,0,3,3,0,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 10:30:00+03:00,75819.67,2,4,-2,3,3,0,3,3,0,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,True,False,False,False,False,False,False,False,False,False
2026-09-16 10:45:00+03:00,75766.63,1,5,-4,1,5,-4,2,4,-2,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,True,False,False,False,False,False,False,False,False,False
2026-09-16 11:00:00+03:00,75523.47,1,5,-4,0,6,-6,1,5,-4,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 11:15:00+03:00,75436.78,3,3,0,0,6,-6,1,5,-4,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 11:30:00+03:00,75558.41,5,1,4,1,5,-4,2,4,-2,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,True,False,False,False,False,True,False,False,False,False,False
2026-09-16 11:45:00+03:00,75736.01,5,1,4,1,5,-4,3,3,0,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,True,True,False,True,False,True,False,False,False
2026-09-16 12:00:00+03:00,75796.23,6,0,6,3,3,0,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,True,False,True,False,True,True,False,False,False
2026-09-16 12:15:00+03:00,75834.58,6,0,6,4,2,2,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,False,False,True,False,True,True,True,False,False
2026-09-16 12:30:00+03:00,75919.01,6,0,6,5,1,4,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,True,False,True,False,True,True,True,False,False
2026-09-16 12:45:00+03:00,75993.0,6,0,6,5,1,4,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,True,False,True,False,True,True,True,False,False
2026-09-16 13:00:00+03:00,75944.35,2,4,-2,4,2,2,6,0,6,"{""RSI"": -1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,True,True,False,False
2026-09-16 13:15:00+03:00,75972.01,3,3,0,4,2,2,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,True,True,False,False
2026-09-16 13:30:00+03:00,75987.79,3,3,0,4,2,2,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,True,True,False,False
2026-09-16 13:45:00+03:00,75990.2,4,2,2,4,2,2,6,0,6,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",True,False,False,False,True,False,False,False,True,True,False,False
2026-09-16 14:00:00+03:00,75916.0,1,5,-4,2,4,-2,6,0,6,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,True,True,False,False
2026-09-16 14:15:00+03:00,75978.01,3,3,0,3,3,0,6,0,6,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,False,True,False,False,False,True,True,False,False
2026-09-16 14:30:00+03:00,76236.0,6,0,6,6,0,6,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",False,False,False,True,False,True,False,True,False,True,False,True
2026-09-16 14:45:00+03:00,76250.0,5,1,4,6,0,6,6,0,6,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}",True,False,False,False,False,True,False,True,False,True,False,True
2026-09-16 15:00:00+03:00,76115.98,1,5,-4,2,4,-2,3,3,0,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 15:15:00+03:00,75934.8,0,6,-6,0,6,-6,3,3,0,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 15:30:00+03:00,75961.45,2,4,-2,0,6,-6,3,3,0,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",True,False,True,False,False,False,False,False,False,False,False,False
2026-09-16 15:45:00+03:00,75967.99,3,3,0,0,6,-6,3,3,0,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 16:00:00+03:00,75799.46,2,4,-2,0,6,-6,3,3,0,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,True,False,False,False,False,False,False,False,False,False
2026-09-16 16:15:00+03:00,75770.29,1,5,-4,0,6,-6,3,3,0,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 16:30:00+03:00,75776.16,3,3,0,0,6,-6,3,3,0,"{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",True,False,True,False,False,False,False,False,False,False,False,False
2026-09-16 16:45:00+03:00,75646.01,1,5,-4,0,6,-6,0,6,-6,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 17:00:00+03:00,75570.66,3,3,0,0,6,-6,0,6,-6,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",True,False,False,False,True,False,False,False,False,False,False,False
2026-09-16 17:15:00+03:00,75828.0,5,1,4,2,4,-2,3,3,0,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}",False,True,False,True,False,False,False,False,False,False,False,False
2026-09-16 17:30:00+03:00,75762.01,3,3,0,2,4,-2,2,4,-2,"{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",True,False,False,False,True,False,False,False,False,False,False,False
2026-09-16 17:45:00+03:00,75697.82,2,4,-2,2,4,-2,1,5,-4,"{""RSI"": -1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",True,False,False,False,True,False,False,False,False,False,False,False
2026-09-16 18:00:00+03:00,75762.01,4,2,2,4,2,2,2,4,-2,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",True,False,False,True,True,False,False,False,False,False,False,False
2026-09-16 18:15:00+03:00,75638.53,0,6,-6,0,6,-6,0,6,-6,"{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",False,False,False,False,False,False,False,False,False,False,False,False
2026-09-16 18:30:00+03:00,75730.01,6,0,6,3,3,0,2,4,-2,"{""RSI"": 1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": 1}","{""RSI"": 1, ""MACD"": -1, ""KDJ"": -1, ""W%R"": 1, ""OBV"": 1, ""STOCHRSI"": -1}","{""RSI"": -1, ""MACD"": 1, ""KDJ"": 1, ""W%R"": -1, ""OBV"": -1, ""STOCHRSI"": -1}",False,False,False,False,True,False,False,False,False,False,False,False
